"quarter","vintage","macro_factor_m1","macro_factor_m2","macro_factor_m3","macro_factor_short_m1","macro_factor_short_m2","macro_factor_short_m3"
2008-10-01,2015-12-16,-9.11,-12.03,-13.2,-9.163216569,-12.37067209,-13.65927993
2009-01-01,2015-12-16,-12.67,-12.42,-10.95,-13.19528437,-13.19873515,-11.80462274
2009-04-01,2015-12-16,-8.17,-5.66,-3.86,-9.006614384,-6.449126873,-4.572935561
2009-07-01,2015-12-16,-2.18,-0.45,0.37,-2.710045662,-0.754485411,0.21338341
2009-10-01,2015-12-16,1.13,1.46,1.69,1.116775983,1.589405916,1.953612602
2010-01-01,2015-12-16,1.86,2,2.85,2.250263193,2.525644337,3.592999025
2010-04-01,2015-12-16,3.34,2.49,1.98,4.243039539,3.301587047,2.805102951
2010-07-01,2015-12-16,2.12,1.91,1.46,3.027442149,2.768462579,2.243805862
2010-10-01,2015-12-16,1.54,2.01,2.23,2.354151653,2.914806013,3.21282227
2011-01-01,2015-12-16,2.6,3.13,2.54,3.652206238,4.264118858,3.592117542
2011-04-01,2015-12-16,2.12,1.2,0.19,3.091562932,1.960506797,0.677336265
2011-07-01,2015-12-16,-0.76,-1.87,-3.05,-0.446065462,-1.690502428,-2.995429029
2011-10-01,2015-12-16,-3.63,-3.53,-2.92,-3.74996827,-3.743921463,-3.207961671
2012-01-01,2015-12-16,-1.92,-1.67,-1.58,-2.191701709,-2.05995581,-2.047105394
2012-04-01,2015-12-16,-2.42,-2.76,-2.99,-3.123590991,-3.581418788,-3.851038236
2012-07-01,2015-12-16,-3.26,-3.42,-3.73,-4.15495598,-4.246805009,-4.494968843
2012-10-01,2015-12-16,-3.83,-3.24,-2.77,-4.53875583,-3.933767936,-3.44213991
2013-01-01,2015-12-16,-1.89,-1.78,-2.07,-2.416783636,-2.349437979,-2.674521299
2013-04-01,2015-12-16,-2.14,-1.72,-1.15,-2.685671609,-2.045300839,-1.355241598
2013-07-01,2015-12-16,-0.52,0.14,0.34,-0.557909964,0.272563529,0.561151086
2013-10-01,2015-12-16,0.29,0.26,0.43,0.533603287,0.643558711,0.941251387
2014-01-01,2015-12-16,0.73,0.55,0.7,1.433996129,1.250182117,1.403590854
2014-04-01,2015-12-16,0.62,0.41,0.2,1.330156147,1.061040978,0.84325294
2014-07-01,2015-12-16,0.14,-0.45,-0.62,0.779948295,0.060811587,-0.160718693
2014-10-01,2015-12-16,-0.56,-0.67,-0.4,-0.144099641,-0.325374768,-0.055481519
2015-01-01,2015-12-16,0.07,0.37,0.75,0.446885607,0.814771616,1.291884625
2015-04-01,2015-12-16,0.52,0.41,0.3,1.088959211,1.054638358,1.011273016
2015-07-01,2015-12-16,0.21,0.28,0.3,0.938000241,1.086959002,1.07895895
2015-10-01,2015-12-16,0.35,0.55,0.57,1.175223086,1.415690476,1.388473723
2016-01-01,2015-12-16,0.55,0.51,0.46,1.307355077,1.191214766,1.055134949
2002-01-01,2016-01-08,-1.53,-0.39,0.66,-0.681913971,0.316713601,1.307256742
2002-04-01,2016-01-08,0.84,0.85,0.54,1.45141356,1.403340035,1.076354497
2002-07-01,2016-01-08,-0.02,-0.57,-1.02,0.52206502,-0.137102758,-0.740246143
2002-10-01,2016-01-08,-1.3,-1.37,-1.67,-1.049180869,-1.064944915,-1.372363699
2003-01-01,2016-01-08,-1.39,-1.61,-2.45,-0.975938463,-1.273889483,-2.293855893
2003-04-01,2016-01-08,-2.22,-2.25,-1.93,-2.111784519,-2.199712851,-1.84805041
2003-07-01,2016-01-08,-1.1,-0.25,0.69,-0.889303187,0.030499377,1.076327353
2003-10-01,2016-01-08,1.35,1.85,1.51,1.895478,2.524944972,2.299642079
2004-01-01,2016-01-08,1.61,1.35,0.98,2.518592464,2.307174525,1.939611741
2004-04-01,2016-01-08,1.08,1.27,1.14,2.113628111,2.408074007,2.267027308
2004-07-01,2016-01-08,1.06,0.64,0.63,2.257031569,1.671960733,1.566020157
2004-10-01,2016-01-08,0.44,-0.12,0.03,1.260464602,0.550224815,0.655002821
2005-01-01,2016-01-08,0.43,0.17,-0.07,1.092395468,0.765028994,0.443031997
2005-04-01,2016-01-08,-0.39,-0.35,0.11,0.031354007,0.042765748,0.601053466
2005-07-01,2016-01-08,0.5,0.51,0.89,1.074746461,1.08176149,1.571599323
2005-10-01,2016-01-08,1.33,1.43,1.79,2.15565146,2.369182046,2.884317719
2006-01-01,2016-01-08,1.94,2.12,2.5,3.115563213,3.447453505,3.972073884
2006-04-01,2016-01-08,2.83,3,2.99,4.414124166,4.636533433,4.698298663
2006-07-01,2016-01-08,2.44,2.01,1.99,4.136630125,3.68931817,3.630456355
2006-10-01,2016-01-08,2.08,2.29,2.16,3.720461064,3.913986125,3.718593096
2007-01-01,2016-01-08,2.1,2.09,1.91,3.606290539,3.597106408,3.354978098
2007-04-01,2016-01-08,1.82,1.93,2.18,3.18339935,3.21808826,3.452931438
2007-07-01,2016-01-08,1.96,1.58,0.66,3.16171911,2.729993258,1.612685138
2007-10-01,2016-01-08,0.39,0.28,-0.08,1.30522795,1.132914637,0.702524101
2008-01-01,2016-01-08,-0.48,-0.69,-1.31,0.222482872,0.038438871,-0.652294049
2008-04-01,2016-01-08,-1.68,-2.11,-3.12,-1.026649661,-1.475546343,-2.602791977
2008-07-01,2016-01-08,-4.17,-4.68,-5.97,-3.849049119,-4.370690752,-5.776821524
2008-10-01,2016-01-08,-9.12,-12.04,-13.22,-9.178821046,-12.38658334,-13.67682437
2009-01-01,2016-01-08,-12.69,-12.44,-10.97,-13.21368293,-13.21780308,-11.82418928
2009-04-01,2016-01-08,-8.18,-5.68,-3.87,-9.025138553,-6.465552961,-4.586041157
2009-07-01,2016-01-08,-2.19,-0.45,0.37,-2.719616515,-0.761219454,0.209741007
2009-10-01,2016-01-08,1.12,1.46,1.7,1.115546381,1.589618551,1.955869321
2010-01-01,2016-01-08,1.86,2,2.85,2.253776331,2.53058065,3.599271693
2010-04-01,2016-01-08,3.35,2.49,1.99,4.250270845,3.307699066,2.810885375
2010-07-01,2016-01-08,2.12,1.91,1.46,3.032721753,2.772810606,2.247645895
2010-10-01,2016-01-08,1.54,2.02,2.23,2.357458429,2.918809693,3.218195751
2011-01-01,2016-01-08,2.6,3.14,2.55,3.658137927,4.270469036,3.599550187
2011-04-01,2016-01-08,2.13,1.2,0.19,3.098303388,1.964935905,0.679425462
2011-07-01,2016-01-08,-0.76,-1.88,-3.06,-0.447112547,-1.694876969,-3.003308278
2011-10-01,2016-01-08,-3.64,-3.53,-2.93,-3.760401623,-3.756269511,-3.220047811
2012-01-01,2016-01-08,-1.92,-1.68,-1.59,-2.204135288,-2.071879208,-2.060329455
2012-04-01,2016-01-08,-2.43,-2.77,-3,-3.138733959,-3.599202153,-3.871268532
2012-07-01,2016-01-08,-3.27,-3.43,-3.74,-4.176941414,-4.270016651,-4.518356207
2012-10-01,2016-01-08,-3.85,-3.26,-2.79,-4.562268556,-3.959081695,-3.466455835
2013-01-01,2016-01-08,-1.9,-1.79,-2.08,-2.441705145,-2.37444398,-2.699275524
2013-04-01,2016-01-08,-2.16,-1.73,-1.16,-2.710558694,-2.070662102,-1.378339401
2013-07-01,2016-01-08,-0.53,0.13,0.33,-0.578466868,0.255107675,0.545298226
2013-10-01,2016-01-08,0.28,0.25,0.42,0.519431783,0.627223747,0.92709081
2014-01-01,2016-01-08,0.72,0.55,0.7,1.421307698,1.239215898,1.394001105
2014-04-01,2016-01-08,0.62,0.41,0.2,1.321371191,1.050669447,0.830927513
2014-07-01,2016-01-08,0.14,-0.45,-0.62,0.766430147,0.046209348,-0.176268911
2014-10-01,2016-01-08,-0.56,-0.68,-0.4,-0.159826128,-0.342886559,-0.068249006
2015-01-01,2016-01-08,0.08,0.38,0.77,0.437076241,0.807011549,1.287838132
2015-04-01,2016-01-08,0.55,0.45,0.35,1.091658201,1.067234878,1.032079008
2015-07-01,2016-01-08,0.28,0.36,0.4,0.963873482,1.119737177,1.122384959
2015-10-01,2016-01-08,0.47,0.71,0.89,1.226607441,1.494418239,1.671763439
2016-01-01,2016-01-08,0.88,0.83,0.76,1.598221049,1.47467749,1.320742817
2002-01-01,2016-01-15,-1.52,-0.38,0.66,-0.677921349,0.321215921,1.311916181
2002-04-01,2016-01-15,0.84,0.86,0.55,1.456051571,1.408045346,1.081126671
2002-07-01,2016-01-15,-0.01,-0.57,-1.01,0.526822705,-0.132603065,-0.73611039
2002-10-01,2016-01-15,-1.29,-1.37,-1.67,-1.045026928,-1.061001577,-1.368665637
2003-01-01,2016-01-15,-1.38,-1.6,-2.44,-0.972285123,-1.270310253,-2.290541375
2003-04-01,2016-01-15,-2.21,-2.25,-1.92,-2.108469597,-2.196493506,-1.844834027
2003-07-01,2016-01-15,-1.1,-0.25,0.69,-0.885920879,0.03410608,1.080048222
2003-10-01,2016-01-15,1.35,1.85,1.52,1.899162859,2.528755655,2.303224192
2004-01-01,2016-01-15,1.61,1.36,0.99,2.522138849,2.310370843,1.942515839
2004-04-01,2016-01-15,1.08,1.27,1.15,2.11640726,2.410836113,2.269507846
2004-07-01,2016-01-15,1.07,0.64,0.63,2.259527278,1.67430689,1.568332576
2004-10-01,2016-01-15,0.44,-0.11,0.03,1.262990122,0.552380144,0.657514404
2005-01-01,2016-01-15,0.44,0.17,-0.07,1.095035702,0.767431557,0.445199549
2005-04-01,2016-01-15,-0.39,-0.35,0.11,0.033848858,0.045457569,0.603961919
2005-07-01,2016-01-15,0.5,0.51,0.89,1.078079757,1.085069206,1.574630689
2005-10-01,2016-01-15,1.33,1.44,1.8,2.158673272,2.371761768,2.886755379
2006-01-01,2016-01-15,1.94,2.12,2.5,3.117545732,3.449461304,3.974323083
2006-04-01,2016-01-15,2.83,3,2.99,4.416538241,4.638773444,4.700523501
2006-07-01,2016-01-15,2.44,2.01,1.99,4.138280099,3.690856371,3.631929875
2006-10-01,2016-01-15,2.08,2.3,2.17,3.72204399,3.915762464,3.720443521
2007-01-01,2016-01-15,2.1,2.09,1.91,3.607938081,3.598338461,3.355699113
2007-04-01,2016-01-15,1.82,1.93,2.18,3.183672139,3.218264176,3.453357797
2007-07-01,2016-01-15,1.96,1.58,0.66,3.162311489,2.73085373,1.613118938
2007-10-01,2016-01-15,0.39,0.28,-0.08,1.305797402,1.13378248,0.703657174
2008-01-01,2016-01-15,-0.47,-0.69,-1.31,0.223589193,0.039808267,-0.651606901
2008-04-01,2016-01-15,-1.68,-2.11,-3.11,-1.026529275,-1.475599424,-2.603637398
2008-07-01,2016-01-15,-4.17,-4.68,-5.97,-3.850455979,-4.372281292,-5.779154825
2008-10-01,2016-01-15,-9.12,-12.04,-13.22,-9.182283177,-12.39103882,-13.68054266
2009-01-01,2016-01-15,-12.68,-12.44,-10.97,-13.21585236,-13.21893285,-11.82335249
2009-04-01,2016-01-15,-8.18,-5.67,-3.87,-9.022207491,-6.461032898,-4.580646577
2009-07-01,2016-01-15,-2.18,-0.44,0.37,-2.713356849,-0.75434792,0.216255335
2009-10-01,2016-01-15,1.13,1.46,1.7,1.121902513,1.595598747,1.961731609
2010-01-01,2016-01-15,1.87,2.01,2.86,2.259278939,2.535772101,3.604791201
2010-04-01,2016-01-15,3.35,2.5,1.99,4.256052174,3.312963887,2.815555855
2010-07-01,2016-01-15,2.13,1.91,1.46,3.037138349,2.776719896,2.250905253
2010-10-01,2016-01-15,1.55,2.02,2.23,2.360471418,2.921833649,3.220841132
2011-01-01,2016-01-15,2.61,3.14,2.55,3.661489454,4.273978696,3.602285575
2011-04-01,2016-01-15,2.13,1.21,0.2,3.100827508,1.96678921,0.68107686
2011-07-01,2016-01-15,-0.76,-1.87,-3.05,-0.445509029,-1.692929013,-3.001278586
2011-10-01,2016-01-15,-3.64,-3.53,-2.92,-3.758626929,-3.754412805,-3.217695642
2012-01-01,2016-01-15,-1.92,-1.67,-1.58,-2.200710696,-2.06870608,-2.056256528
2012-04-01,2016-01-15,-2.42,-2.76,-3,-3.134943258,-3.595415683,-3.867079505
2012-07-01,2016-01-15,-3.27,-3.43,-3.74,-4.172905983,-4.265866013,-4.514549665
2012-10-01,2016-01-15,-3.84,-3.26,-2.78,-4.558795706,-3.955436843,-3.462886279
2013-01-01,2016-01-15,-1.9,-1.79,-2.08,-2.437308882,-2.370028589,-2.694789905
2013-04-01,2016-01-15,-2.15,-1.73,-1.16,-2.705714085,-2.065648851,-1.373274385
2013-07-01,2016-01-15,-0.52,0.13,0.33,-0.573466722,0.259918389,0.54972508
2013-10-01,2016-01-15,0.29,0.25,0.42,0.523511933,0.630809617,0.930567823
2014-01-01,2016-01-15,0.72,0.55,0.7,1.424595626,1.242394782,1.396872718
2014-04-01,2016-01-15,0.62,0.41,0.2,1.323784744,1.052398334,0.832353596
2014-07-01,2016-01-15,0.14,-0.46,-0.63,0.768225068,0.047803299,-0.175380899
2014-10-01,2016-01-15,-0.56,-0.68,-0.41,-0.159180523,-0.343031582,-0.068560501
2015-01-01,2016-01-15,0.07,0.37,0.76,0.436525262,0.805820563,1.285610178
2015-04-01,2016-01-15,0.53,0.43,0.33,1.087146425,1.059971161,1.021403543
2015-07-01,2016-01-15,0.24,0.31,0.34,0.948361097,1.098165367,1.092402178
2015-10-01,2016-01-15,0.39,0.62,0.8,1.184551191,1.443222506,1.62723977
2016-01-01,2016-01-15,0.76,0.69,0.61,1.501986987,1.345524061,1.173623571
2016-04-01,2016-01-15,0.53,0.45,0.37,0.998280726,0.8282498,0.669572609
2002-01-01,2016-02-01,-1.51,-0.37,0.66,-0.66259654,0.336506527,1.316125318
2002-04-01,2016-02-01,0.83,0.84,0.53,1.44283492,1.394382174,1.062083448
2002-07-01,2016-02-01,-0.02,-0.57,-1.03,0.517560387,-0.136356023,-0.750830545
2002-10-01,2016-02-01,-1.32,-1.38,-1.68,-1.06900422,-1.069822817,-1.382977057
2003-01-01,2016-02-01,-1.39,-1.61,-2.44,-0.978603558,-1.281893298,-2.295426515
2003-04-01,2016-02-01,-2.2,-2.24,-1.92,-2.105744316,-2.189790283,-1.846330745
2003-07-01,2016-02-01,-1.09,-0.25,0.69,-0.885008201,0.031855738,1.075259581
2003-10-01,2016-02-01,1.35,1.84,1.5,1.887649424,2.519572891,2.298486444
2004-01-01,2016-02-01,1.6,1.34,0.97,2.511195637,2.29990535,1.92404865
2004-04-01,2016-02-01,1.08,1.27,1.16,2.106474081,2.412183653,2.281356924
2004-07-01,2016-02-01,1.08,0.65,0.63,2.267956317,1.683887972,1.567334614
2004-10-01,2016-02-01,0.44,-0.11,0.02,1.2595072,0.557078478,0.647481425
2005-01-01,2016-02-01,0.43,0.16,-0.09,1.08836875,0.754961904,0.42148983
2005-04-01,2016-02-01,-0.39,-0.35,0.11,0.032112198,0.043662073,0.602817853
2005-07-01,2016-02-01,0.5,0.5,0.88,1.075625712,1.073576415,1.567183469
2005-10-01,2016-02-01,1.34,1.44,1.8,2.161203012,2.37590253,2.893308902
2006-01-01,2016-02-01,1.94,2.12,2.5,3.113324458,3.447810339,3.973488612
2006-04-01,2016-02-01,2.83,3,3,4.420633571,4.643656258,4.713056788
2006-07-01,2016-02-01,2.45,2,1.98,4.149367177,3.686891492,3.631303213
2006-10-01,2016-02-01,2.07,2.28,2.17,3.713558116,3.906906838,3.727865289
2007-01-01,2016-02-01,2.09,2.08,1.92,3.601879147,3.59630112,3.363079512
2007-04-01,2016-02-01,1.82,1.93,2.18,3.185455628,3.226412951,3.455033564
2007-07-01,2016-02-01,1.95,1.59,0.65,3.163818147,2.744838092,1.608375026
2007-10-01,2016-02-01,0.4,0.29,-0.07,1.30430476,1.141241556,0.705210053
2008-01-01,2016-02-01,-0.47,-0.68,-1.3,0.228104007,0.05119204,-0.639139929
2008-04-01,2016-02-01,-1.68,-2.13,-3.13,-1.030387176,-1.494018776,-2.627450351
2008-07-01,2016-02-01,-4.19,-4.68,-5.96,-3.87409483,-4.383925398,-5.787558383
2008-10-01,2016-02-01,-9.12,-12.04,-13.22,-9.193664527,-12.39903129,-13.69242181
2009-01-01,2016-02-01,-12.68,-12.44,-10.98,-13.22352795,-13.2380035,-11.85326809
2009-04-01,2016-02-01,-8.18,-5.67,-3.88,-9.042471149,-6.481407448,-4.609679791
2009-07-01,2016-02-01,-2.19,-0.45,0.36,-2.742636531,-0.774031377,0.187018451
2009-10-01,2016-02-01,1.13,1.46,1.7,1.107564404,1.580539212,1.956483764
2010-01-01,2016-02-01,1.87,2,2.85,2.246861606,2.523616722,3.590538954
2010-04-01,2016-02-01,3.35,2.49,1.99,4.249488721,3.302179585,2.812471157
2010-07-01,2016-02-01,2.13,1.91,1.46,3.040975783,2.775800237,2.244755278
2010-10-01,2016-02-01,1.55,2.02,2.23,2.3580215,2.924612092,3.209243744
2011-01-01,2016-02-01,2.61,3.15,2.56,3.654090336,4.279386532,3.607748805
2011-04-01,2016-02-01,2.14,1.21,0.2,3.108354826,1.966514138,0.687431886
2011-07-01,2016-02-01,-0.76,-1.87,-3.05,-0.451497734,-1.694749587,-3.002175845
2011-10-01,2016-02-01,-3.64,-3.52,-2.91,-3.768015722,-3.752965246,-3.211487763
2012-01-01,2016-02-01,-1.92,-1.68,-1.58,-2.212283962,-2.086148455,-2.072296269
2012-04-01,2016-02-01,-2.43,-2.77,-3,-3.152613111,-3.61674989,-3.878134321
2012-07-01,2016-02-01,-3.26,-3.42,-3.74,-4.178891953,-4.273274778,-4.529573322
2012-10-01,2016-02-01,-3.85,-3.27,-2.79,-4.574035124,-3.976626844,-3.484036113
2013-01-01,2016-02-01,-1.91,-1.8,-2.09,-2.4546093,-2.393593222,-2.720720764
2013-04-01,2016-02-01,-2.16,-1.73,-1.16,-2.731169322,-2.077581048,-1.384375059
2013-07-01,2016-02-01,-0.53,0.13,0.33,-0.587619227,0.24788899,0.535446251
2013-10-01,2016-02-01,0.29,0.25,0.42,0.520506768,0.624082626,0.920358791
2014-01-01,2016-02-01,0.73,0.55,0.7,1.423277571,1.236086824,1.395386611
2014-04-01,2016-02-01,0.62,0.4,0.2,1.319937094,1.043782702,0.829340615
2014-07-01,2016-02-01,0.15,-0.44,-0.61,0.772210523,0.05428168,-0.164764856
2014-10-01,2016-02-01,-0.56,-0.68,-0.41,-0.167179623,-0.352535863,-0.076071077
2015-01-01,2016-02-01,0.08,0.39,0.78,0.441181544,0.819634325,1.29711779
2015-04-01,2016-02-01,0.55,0.44,0.34,1.096223369,1.062263696,1.018414975
2015-07-01,2016-02-01,0.25,0.31,0.35,0.943087547,1.080862949,1.084726947
2015-10-01,2016-02-01,0.41,0.61,0.71,1.181954984,1.414181233,1.527233763
2016-01-01,2016-02-01,0.34,0.09,-0.09,1.109603533,0.761598677,0.478868052
2016-04-01,2016-02-01,-0.19,-0.25,-0.28,0.255394926,0.084239472,-0.041889249
2002-01-01,2016-02-16,-1.51,-0.37,0.67,-0.660249303,0.33968912,1.320066751
2002-04-01,2016-02-16,0.84,0.85,0.53,1.44782243,1.399055708,1.065793924
2002-07-01,2016-02-16,-0.02,-0.57,-1.02,0.519495969,-0.134800762,-0.749264242
2002-10-01,2016-02-16,-1.32,-1.38,-1.68,-1.069578312,-1.071697527,-1.384819641
2003-01-01,2016-02-16,-1.39,-1.61,-2.44,-0.981955128,-1.285561022,-2.298590203
2003-04-01,2016-02-16,-2.2,-2.24,-1.91,-2.109140637,-2.192650713,-1.848749208
2003-07-01,2016-02-16,-1.09,-0.24,0.69,-0.88773346,0.030911258,1.075469726
2003-10-01,2016-02-16,1.35,1.85,1.51,1.888818492,2.521562015,2.303154135
2004-01-01,2016-02-16,1.6,1.35,0.98,2.518039064,2.306819926,1.931228279
2004-04-01,2016-02-16,1.08,1.28,1.16,2.113547092,2.417844097,2.28743386
2004-07-01,2016-02-16,1.08,0.65,0.64,2.274452211,1.690677428,1.573521815
2004-10-01,2016-02-16,0.44,-0.1,0.03,1.265351706,0.563276279,0.652227075
2005-01-01,2016-02-16,0.43,0.16,-0.09,1.090452189,0.756365471,0.421856966
2005-04-01,2016-02-16,-0.39,-0.35,0.11,0.031236679,0.042941985,0.602974283
2005-07-01,2016-02-16,0.5,0.5,0.89,1.076222353,1.07627679,1.5699157
2005-10-01,2016-02-16,1.34,1.44,1.8,2.16455056,2.380679321,2.89880104
2006-01-01,2016-02-16,1.94,2.12,2.51,3.12042007,3.456069529,3.982580112
2006-04-01,2016-02-16,2.84,3.01,3,4.431012245,4.654257461,4.723515966
2006-07-01,2016-02-16,2.45,2.01,1.99,4.159855712,3.697709549,3.641272237
2006-10-01,2016-02-16,2.07,2.29,2.17,3.723813548,3.91638059,3.736960513
2007-01-01,2016-02-16,2.09,2.09,1.92,3.611460695,3.605514922,3.371803373
2007-04-01,2016-02-16,1.82,1.94,2.18,3.193046946,3.232887051,3.460250917
2007-07-01,2016-02-16,1.96,1.59,0.65,3.168768933,2.748246101,1.611257888
2007-10-01,2016-02-16,0.4,0.29,-0.07,1.305542239,1.140850956,0.704375338
2008-01-01,2016-02-16,-0.47,-0.68,-1.3,0.226706193,0.049182974,-0.641268357
2008-04-01,2016-02-16,-1.68,-2.12,-3.13,-1.031408736,-1.494737736,-2.62814637
2008-07-01,2016-02-16,-4.19,-4.68,-5.96,-3.874910886,-4.386443393,-5.7924196
2008-10-01,2016-02-16,-9.12,-12.04,-13.22,-9.201134529,-12.40774822,-13.70198739
2009-01-01,2016-02-16,-12.68,-12.44,-10.98,-13.23482312,-13.24940784,-11.86642726
2009-04-01,2016-02-16,-8.18,-5.68,-3.88,-9.057084648,-6.495591853,-4.620504244
2009-07-01,2016-02-16,-2.19,-0.45,0.36,-2.750401261,-0.779061945,0.184325236
2009-10-01,2016-02-16,1.13,1.46,1.7,1.106846083,1.582410431,1.960013323
2010-01-01,2016-02-16,1.87,2.01,2.85,2.250209912,2.527417196,3.593898664
2010-04-01,2016-02-16,3.35,2.49,1.99,4.252567321,3.30570716,2.815015936
2010-07-01,2016-02-16,2.13,1.91,1.46,3.042859358,2.777967819,2.246567999
2010-10-01,2016-02-16,1.55,2.03,2.23,2.359558295,2.927297144,3.21307506
2011-01-01,2016-02-16,2.61,3.15,2.57,3.659101869,4.281325777,3.611010999
2011-04-01,2016-02-16,2.14,1.21,0.2,3.10948721,1.966616665,0.685079329
2011-07-01,2016-02-16,-0.76,-1.87,-3.05,-0.456254964,-1.700082864,-3.00899005
2011-10-01,2016-02-16,-3.64,-3.52,-2.91,-3.775566701,-3.762871773,-3.221791871
2012-01-01,2016-02-16,-1.92,-1.68,-1.59,-2.224404296,-2.098071363,-2.086493541
2012-04-01,2016-02-16,-2.44,-2.77,-3,-3.166622016,-3.630463572,-3.894035099
2012-07-01,2016-02-16,-3.27,-3.43,-3.74,-4.194438954,-4.290573542,-4.546146345
2012-10-01,2016-02-16,-3.85,-3.27,-2.79,-4.589962239,-3.99144486,-3.496691275
2013-01-01,2016-02-16,-1.91,-1.8,-2.1,-2.467699184,-2.408275466,-2.733545302
2013-04-01,2016-02-16,-2.17,-1.73,-1.16,-2.742666517,-2.086736959,-1.391594313
2013-07-01,2016-02-16,-0.54,0.13,0.32,-0.594325595,0.243621946,0.531414418
2013-10-01,2016-02-16,0.29,0.25,0.42,0.518152437,0.622545672,0.920156017
2014-01-01,2016-02-16,0.73,0.54,0.69,1.421297497,1.233625163,1.392597116
2014-04-01,2016-02-16,0.62,0.4,0.2,1.318105406,1.043983178,0.831372982
2014-07-01,2016-02-16,0.15,-0.45,-0.62,0.772858468,0.053700082,-0.167643291
2014-10-01,2016-02-16,-0.58,-0.7,-0.42,-0.171647483,-0.354992185,-0.076947555
2015-01-01,2016-02-16,0.06,0.36,0.74,0.43213694,0.811149345,1.290795824
2015-04-01,2016-02-16,0.51,0.39,0.27,1.092534855,1.056134678,1.008083276
2015-07-01,2016-02-16,0.17,0.2,0.22,0.926035902,1.054991568,1.048868356
2015-10-01,2016-02-16,0.24,0.4,0.44,1.134458933,1.346537178,1.429788019
2016-01-01,2016-02-16,0.1,-0.2,-0.39,1.041246305,0.631936704,0.310728834
2016-04-01,2016-02-16,-0.49,-0.53,-0.53,0.06689832,-0.110676756,-0.232908161
2002-01-01,2016-03-01,-1.52,-0.37,0.67,-0.660188625,0.341548635,1.324584349
2002-04-01,2016-03-01,0.84,0.85,0.53,1.453729328,1.40435567,1.071641718
2002-07-01,2016-03-01,-0.02,-0.57,-1.03,0.52492861,-0.131795714,-0.749575029
2002-10-01,2016-03-01,-1.32,-1.37,-1.68,-1.066939765,-1.068047544,-1.383370747
2003-01-01,2016-03-01,-1.38,-1.61,-2.44,-0.979800219,-1.282719855,-2.298576158
2003-04-01,2016-03-01,-2.21,-2.24,-1.92,-2.110623145,-2.195609855,-1.852501436
2003-07-01,2016-03-01,-1.09,-0.24,0.7,-0.888968935,0.0318976,1.079536297
2003-10-01,2016-03-01,1.36,1.85,1.52,1.89587405,2.530876081,2.311856959
2004-01-01,2016-03-01,1.61,1.36,0.98,2.527218787,2.315890619,1.939222068
2004-04-01,2016-03-01,1.09,1.29,1.17,2.122194793,2.42858241,2.297681121
2004-07-01,2016-03-01,1.09,0.66,0.64,2.285389637,1.699905318,1.581406846
2004-10-01,2016-03-01,0.45,-0.1,0.03,1.272851623,0.567032951,0.656746992
2005-01-01,2016-03-01,0.44,0.17,-0.08,1.096042339,0.761366891,0.424637834
2005-04-01,2016-03-01,-0.38,-0.35,0.11,0.032714521,0.044631726,0.605383872
2005-07-01,2016-03-01,0.51,0.51,0.89,1.080430199,1.079237096,1.575556899
2005-10-01,2016-03-01,1.35,1.45,1.81,2.171169507,2.387527806,2.907927901
2006-01-01,2016-03-01,1.95,2.13,2.52,3.128938163,3.466777174,3.99550053
2006-04-01,2016-03-01,2.85,3.02,3.02,4.444343771,4.668193031,4.738946199
2006-07-01,2016-03-01,2.46,2.02,2,4.17286988,3.709310522,3.652510434
2006-10-01,2016-03-01,2.08,2.3,2.18,3.735777754,3.928660039,3.748456643
2007-01-01,2016-03-01,2.1,2.1,1.93,3.621979908,3.616768077,3.383399292
2007-04-01,2016-03-01,1.83,1.95,2.19,3.203376697,3.241866169,3.47086883
2007-07-01,2016-03-01,1.96,1.6,0.66,3.178523238,2.758288161,1.616756774
2007-10-01,2016-03-01,0.4,0.29,-0.07,1.31000053,1.146031794,0.707044653
2008-01-01,2016-03-01,-0.47,-0.68,-1.3,0.227407818,0.051247047,-0.640149791
2008-04-01,2016-03-01,-1.68,-2.12,-3.13,-1.031034002,-1.494700313,-2.630850742
2008-07-01,2016-03-01,-4.19,-4.68,-5.97,-3.88012804,-4.3912352,-5.79812454
2008-10-01,2016-03-01,-9.12,-12.05,-13.23,-9.210434531,-12.42468246,-13.72105111
2009-01-01,2016-03-01,-12.69,-12.46,-11,-13.25439389,-13.27276167,-11.888103
2009-04-01,2016-03-01,-8.2,-5.69,-3.89,-9.074098482,-6.508971588,-4.632796785
2009-07-01,2016-03-01,-2.2,-0.45,0.35,-2.758302571,-0.782612603,0.181702223
2009-10-01,2016-03-01,1.13,1.46,1.71,1.108607217,1.58586272,1.963549225
2010-01-01,2016-03-01,1.87,2.01,2.86,2.254173994,2.531762992,3.601918933
2010-04-01,2016-03-01,3.36,2.49,1.99,4.262245621,3.312688872,2.822233664
2010-07-01,2016-03-01,2.14,1.92,1.46,3.051294973,2.783823344,2.248829132
2010-10-01,2016-03-01,1.55,2.03,2.24,2.362505626,2.932621148,3.220321752
2011-01-01,2016-03-01,2.62,3.16,2.57,3.667659257,4.291680187,3.620209165
2011-04-01,2016-03-01,2.15,1.21,0.2,3.118991936,1.971046949,0.685379265
2011-07-01,2016-03-01,-0.76,-1.87,-3.06,-0.459618582,-1.703648174,-3.014634174
2011-10-01,2016-03-01,-3.65,-3.53,-2.92,-3.784632577,-3.772319011,-3.228807064
